,sentiment,content,label,stop_words
24244,relief,music habit join study,5,2
24245,love,claude debussy homeboy,6,2
24246,sadness,wonderful trip read twilight novel completely consuming engrossing kinda sad done,0,4
24247,neutral,thanks editing done soon see better job behind camera instead front,3,8
24248,happiness,yey holiday monday uk today chilled day,7,2
24250,hate,could got work paid per l,2,8
24251,worry,would cry little wait mean mechanical army would pleased proper representation,1,5
24252,happiness,favourite tv show wa kid banana pyjama teletubbies lol luckyy youuuu going jb concert haha,7,6
24253,happiness,fun bbq good matter,7,5
24254,worry,implementing will_paginate website love rail,1,2
24255,worry,listening varsity fanclub,1,1
24256,neutral,one friend deserve free hug,3,5
24257,love,going lunch soon fave cuzs,6,3
24258,worry,tweet awesome fuck heat dencorub,1,7
24259,love,may forth,6,4
24260,happiness,hope expo would amazing im trying hard make perfection,7,7
24261,happiness,haha thanks,7,0
24262,neutral,back school working bach project,3,5
24263,love,good morning twitter er rise shine way school,6,5
24264,neutral,gosh travel quick beam gottfried,3,4
24265,worry,could fact bank holiday make difference lem check money situation also,1,8
24266,love,see movie quot quot,6,4
24267,happiness,oh monday also mean new american dad glad watched show funny make monday even better,7,5
24268,relief,yes putting inside anything else,5,2
24269,surprise,someone horsing btw hubb feel twitter naming party,4,6
24270,anger,monday funday wake people keep awake please today going long one already feel eww,2,9
24271,surprise,alexia ha clogged twitter thought post tweet um shower drink teehee,4,9
24272,happiness,whoa wa showering session,7,2
24273,neutral,going paris,3,3
24274,sadness,especially hard get bed morn cuz hot running late stuck front mirror checking,0,10
24275,love,amp lucas till amp david henrie lover boy cute lucas amp ill henrie deal,6,7
24276,happiness,n come love last week need see hot,7,9
24277,enthusiasm,ready go home,4,1
24278,neutral,news flash megaredpacket instant internet empire early bird launch check deal,3,3
24279,worry,starbucks thought trying good,1,2
24280,neutral,lt expression watching,3,2
24281,happiness,naw keep turn odd nugget wisdom,7,7
24282,worry,yep doe mean would think outside box make name clear exactly wrapped,1,10
24283,worry,accept ca anything,1,4
24284,happiness,aparantly starwarsday enjoy quite know kent happy anywho,7,8
24286,relief,going finish last assignment go bed,5,4
24287,happiness,went see priscilla ahn last night wa amazin band actually,7,6
24288,neutral,thanks following,3,1
24289,hate,going disgraced life make next year perfectionist suck good luckkkk,2,12
24290,neutral,uploading picture myspace,3,1
24291,relief,washing comp wa great people fab atmosphere st dist nd exp sess,5,4
24292,worry,th may officially announced bad luck day,1,1
24293,neutral,yes feel still got lot box fun though got new place yesterday,3,8
24294,happiness,sound like great time,7,2
24295,worry,welcome back school study hard take time smell rose,1,5
24296,surprise,yeah better sorry ca believe kiss sas,4,3
24297,happiness,awesome job last night,7,0
24298,neutral,say quot mystery science theatre quot doe mean anything,3,4
24299,worry,make sure ha word poo ball underbelly doe suck ball gave wk,1,6
24300,neutral,yeah apparently removed,3,7
24301,neutral,yes quite unsure aswell haha,3,1
24302,neutral,one day week hr compensate,3,5
24304,worry,working canada shoot information coming way soon expressed interest email address eh,1,6
24305,neutral,back interesting email,3,2
24306,neutral,whatever mean,3,2
24307,neutral,freezing,3,2
24308,sadness,iï ½m boring bad weather today watchingn alias fun boyfriend,0,4
24309,sadness,funny said never make look far come im back heahhh um yeah school,0,6
24310,neutral,fun facebook,3,1
24311,relief,cool music collection used non intrusive background music music keygens,5,4
24312,happiness,oh radio amazing yesterday,7,4
24313,happiness,good mornin jason ready fresh new week well,7,2
24314,happiness,already know happens supernatural,7,2
24315,fun,finishing studio new song myspace tomorrow may th,4,4
24316,neutral,didnt save link dont need distraction need motivation,3,2
24317,happiness,maccabees new album winner everybody take listen fact,7,3
24318,relief,going buckling week relief twitter follower inanity enjoy silence,5,8
24319,fun,write song turn light lt,4,4
24320,neutral,may th starwarsday via,3,4
24321,anger,hello enjoy london watch hackney mental,2,5
24322,neutral,going chantal aunt,3,3
24323,happiness,tired dinner good churro good,7,3
24324,love,thanks follow sean,6,1
24325,love,happy vstudio shortcut backkk,6,3
24326,relief,class longggg day,5,2
24327,neutral,new article band called mgmt atbfm solidsyn net,3,1
24328,neutral,incredibly cliched point may fourth today,3,7
24329,enthusiasm,feel like going home sleep till next day,4,2
24330,happiness,oh yeah radio playing earth wind fire,7,3
24331,happiness,heard grapevine might see around today looking forward meeting,7,6
24332,happiness,online shopping fantastic,7,1
24333,happiness,looking new idea blog,7,2
24334,neutral,marriage course running either bank holiday may back running next week,3,7
24335,neutral,vicky spamming belle twitter anyway rainbow dreamwidth got invite code wahahaha,3,6
24336,happiness,well good,7,1
24337,neutral,think bicycle freaked custodian would let building let key,3,14
24338,happiness,hahahahahahahahahah tickled much,7,3
24339,happiness,hahaha eat,7,3
24340,surprise,installed ubuntu office lap yaaaaaaaaaaaay quot install window quot feature rock awesome ubuntu excited,4,3
24341,sadness,mood listen reg stuff sir told used huge fan mine seems forgotten song,0,12
24342,hate,fucken tired fuck sunny good day deffff,2,2
24343,neutral,song mean,3,2
24344,relief,okay well feel bad lmao,5,4
24345,neutral,mood listen reg stuff sir told used huge fan mine seems,3,11
24346,worry,hope tonight okay night,1,2
24347,neutral,even wa drunk think using fake temporary mail address,3,3
24348,sadness,weather let morning ugh hada gd nite tho,0,3
24349,happiness,r welcome pal truly deserve followed,7,1
24350,relief,ha yea allowed day rest way many interesting idea incorporate tweetdeck,5,8
24351,surprise,yes,4,1
24352,love,aw virtual hug lol wa come page say aah congratulation,6,9
24353,love,baq sleep go headach start da,6,7
24354,hate,wish literally could fuck every nigga world ima nymph,2,5
24355,worry,trying record audio source maybe need specific program good thank hehe,1,4
24356,worry,ripping ad buy wa going speak look hold bit company changed hand,1,8
24357,surprise,added still awake,4,3
24358,surprise,know meeeee im surprised either least get laugh unlike people,4,7
24359,neutral,try ill hack mainframe internet database unban may take im high,3,11
24360,worry,awsome workout shower work nice,1,1
24361,surprise,yeah age aquarius pretty scary song,4,2
24362,neutral,brighton work city,3,5
24363,relief,wa awesome,5,1
24364,fun,yeah sound sensible thought heston bleumenthal moment genius somehow,4,5
24365,happiness,specific question let know always good writing stuff well fun,7,9
24366,happiness,may th happy star war day,7,4
24367,worry,trued rim getting good o_o,1,3
24368,neutral,always brightens quot week quot,3,3
24369,fun,hahahaha jason mraz lt lol,4,2
24370,love,tonight cool,6,1
24371,fun,look forward one soon,4,3
24372,surprise,fantastic time paradise drink margeritas,4,6
24373,fun,lol made anything yet spread supply dining room table,4,8
24374,happiness,sydney toyota landcruiser new ad received posted hcc site soon,7,5
24375,happiness,yes make obama,7,3
24376,happiness,good morning tweepsland makin great monday huge shout follower muah muah appreciate,7,6
24377,worry,sound good quot patch wa brought quot,1,4
24378,neutral,reason ur highers later life vodka great study aid xy pq ml measure got math,3,8
24379,neutral,entering contest,3,2
24380,neutral,going pune tomorrow,3,3
24381,happiness,lot mango haha baka naglilihi ka ahh haha joke lang carmen,7,2
24382,sadness,canalway cavalcade little venice near warwick avenue today,0,4
24384,sadness,go school reviens ï ½ h,0,1
24385,neutral,roll thursday,3,1
24386,worry,claires party wa amazing headache,1,0
24387,happiness,almost done third chapter cover page yay,7,3
24388,neutral,hmv,3,3
24389,happiness,best weekend,7,2
24390,happiness,wanted new liver kidney glass wine would good toooo,7,3
24391,happiness,way two ten hour real ale take,7,8
24392,happiness,seen load new photo stuff new moon cant wait lol taylor lautner lol take shirt time yum lol,7,4
24393,sadness,respect heineken man bag,0,3
24394,love,queen sa oh scenie,6,3
24395,worry,aw sorry changed picture rock like,1,7
24396,neutral,ah good idea library seems work thats obviously,3,5
24397,worry,worry,1,1
24398,worry,see someone without smile pa,1,4
24399,sadness,still trying get figured,0,4
24400,enthusiasm,really bad mood,4,5
24401,enthusiasm,good luck final everyone,4,1
24402,happiness,quot alternate mean acquisition quot sound sorta noble,7,1
24403,happiness,lol thanks babe,7,0
24404,neutral,called dedicated,3,1
24405,neutral,playing see miley cyrus shop,3,3
24406,neutral,hot cold,3,5
24407,worry,oprah guest ever saw one,1,2
24408,love,great wonderful first day,6,4
24409,worry,mkay tell msn bfgurelgbsr yeah guess know like wait till get opinion,1,10
24410,love,congratulation lovely,6,1
24411,happiness,gooooood morning,7,0
24412,worry,feelin somewhat ugh want exam oh well day baby,1,5
24413,happiness,hey david gone eye yet birthday singing ipswitch best present ever fun breakfast hunting,7,7
24414,neutral,first po,3,1
24415,worry,last reply scholar homeland security said ontology wa created quot everybody hated prescription quot,1,6
24416,neutral,patient get soon,3,3
24417,happiness,welcome taylor although raining ca wait concert x,7,5
24418,relief,bit happier found bit motivation physic know wo well paper least started revising,5,9
24419,neutral,coolest foreign word english language need check number one amazing,3,1
24420,happiness,finish sketch und go skate yeeeehaaa got new deck,7,4
24421,neutral,start june,3,2
24422,love,get better,6,3
24423,sadness,wa right street market rain good idea home fire bacon sandwich yummmmm,0,9
24424,happiness,go one smirker cheer dave aka jak aka best chest ever,7,5
24425,relief,n believe puppy like brussels sprout,5,4
24426,happiness,already great day enjoy weeties,7,3
24427,neutral,hello twitter,3,0
24428,worry,school game oh joy totally lookin forward day,1,4
24429,fun,go chinese sound yum,4,2
24430,love,west coast time gettin ready catch flight back home soooo excited go back two fav boyzzzz puppy bf,6,4
24431,love,happy six month,6,4
24432,enthusiasm,im new need ur help,4,2
24433,love,hope everyone amazing bank holiday monday work,6,4
24434,surprise,talking sam msn twitter minute ago,4,4
24435,love,listening david archuleta album amazing,6,2
24436,happiness,hello pal nice today gr week,7,1
24437,worry,ride bmx beach burgas careoke night,1,4
24438,neutral,music,3,1
24439,surprise,listening stolen music loved cause free,4,4
24440,happiness,skipping school carleigh today barley got hr sleep last nite got new bby kitten shes black,7,4
24441,neutral,calling quot night quot abt hour early brain activity prorogued notice happy journeying everyone x,3,7
24442,neutral,melissa celebrity,3,4
24443,enthusiasm,polly scattergood new single today download please touch ep itunes ace,4,5
24444,neutral,right enjoy lasagne,3,3
24445,surprise,n really offer service web graphic designer desktop publisher thought maybe could help,4,8
24446,worry,b catnapped cat always weird dream,1,2
24447,love,dancing wa alright todayy still jai ho,6,1
24448,love,long farewell lt super amazing day going sleep,6,4
24449,love,panera bread potato chip best morning,6,4
24450,happiness,playing ufc unleashed demo impressive game got apprentice lazy monday,7,5
24451,happiness,agree reef got vote queensland,7,2
24452,neutral,n feeling well today meh blue tongue warn,3,3
24453,neutral,nin app get rejected apple reznor threatens go jailbreak always entertaining,3,2
24454,surprise,heyy ok know suck dorm assure ok,4,9
24455,love,saw performance ellen show behind australia amazing wonderful voice,6,12
24456,relief,ah finished making tea tomorrow night,5,2
24457,worry,problem dns working utorrent destroytwitter working everything else,1,7
24458,surprise,see october love new book next one,4,4
24459,worry,guess depends want jury,1,7
24460,love,congratulation test,6,2
24461,relief,thank,5,1
24462,happiness,good morning thanks retweet,7,3
24463,worry,seem like crazy paedofile typing one hand fiddling willy coolest ever,1,11
24464,enthusiasm,thx,4,0
24465,fun,yay glad one sign away soul twitter facebook welcome xxx,4,11
24466,love,hey loved chapter soon okay xx,6,2
24467,neutral,twitter,3,3
24468,fun,morning twitterland countdown tci begin get monday wed knowing outta thursday woo hoo,4,8
24469,happiness,still pumped concert saturday come,7,4
24470,neutral,wci hashtag simply dying anytime soon,3,3
24471,hate,footy getting krisnan inu back team also twitter get rid ridiculous character limit,2,5
24472,sadness,haha stay nearly hour coach get may convenient hour tv,0,13
24473,happiness,richard see get back good luck,7,8
24474,happiness,haha playing,7,1
24475,worry,finger crossed,1,0
24476,enthusiasm,want see david cook,4,1
24477,happiness,lol yep sure although must get house today,7,3
24478,neutral,bee trapped honeypot,3,6
24479,worry,good know feeling hope get well soon,1,3
24480,fun,britain got talent get better every week,4,1
24481,surprise,yeaaa got link lj,4,4
24482,neutral,hope get well soon possible amp back hyper dog,3,4
24483,happiness,far exception rain morning great wo let dampen day,7,8
24484,relief,n panic big topman,5,4
24485,neutral,may th gt heute ist star war day,3,4
24486,hate,thank cabbie wa pissed slamming door btw hauling get bathed,2,10
24487,neutral,n changed mind mid june one x,3,7
24488,neutral,finally hour history pm went highschool make homework friend,3,10
24489,neutral,ehhehehe thanks,3,0
24490,relief,may forth ha yes today birthday star war day lucky star war fan,5,7
24491,surprise,awwww cute pug,4,2
24492,enthusiasm,absolutely hit bottom one way go,4,6
24493,neutral,lichfield tweetup sound like fun hope see everyone else,3,4
24494,happiness,congratulation penjiiii calling soulja boy mcbaby lol,7,4
24495,love,math final wish luck,6,1
24496,fun,rofl rofl fun,4,1
24497,happiness,happy star war day everyone celebrate family ok celebrating going round famo,7,9
24498,neutral,everyone party,3,6
24499,happiness,sore back leg well least good time epson salt work good usually dm need help,7,8
24500,fun,good cya melbourne,4,2
24501,fun,shweeeeet,4,0
24502,love,oh top gear uk love thee,6,1
24503,neutral,nice rather one lol,3,4
24504,neutral,new top,3,0
24505,relief,wow realized last month school year,5,7
24506,love,good morning hope good day today although monday positive,6,5
24507,neutral,bird broken wing song love sing know xx,3,8
24508,happiness,thanks gifford lecture page,7,2
24509,happiness,fun summer,7,3
24510,fun,haha awful think everyone hate sound voice hear played back know,4,11
24511,neutral,gi team edward watch back p,3,5
24512,neutral,yet hope check week,3,5
24513,happiness,hott tuuneee,7,1
24514,neutral,fine old british tradition chilly grey drizzle bank holiday still observed,3,4
24515,happiness,lol like challenge impossible want try,7,3
24516,love,waiting el amp listening little mjb quot fine quot perfect song start week,6,5
24517,happiness,polly scattergood new single today download please touch ep itunes ace,7,5
24518,neutral,planning thing may,3,4
24519,worry,movie take lot dig indian movie industry may much sense unless followed long enough,1,8
24520,happiness,remember guy st tweetbud gt help get flwrs amp make smile,7,4
24521,fun,know read almost tweet sort disgusting euphamism quite fun,4,8
24522,love,working preschool waiting kiddy get making dunkin donut coffee,6,4
24523,neutral,hey crop photoshop play around composition look better large etc,3,8
24524,neutral,tweeting today gardening either bet,3,4
24525,happiness,good morning ready start week,7,2
24526,happiness,review done new sentence iknow done wow role,7,1
24527,neutral,mostly going work update twilight blog basically life sleeptime,3,10
24528,happiness,heard basment jaxx new song quot raindrop quot fantastic make dancing ca wait fuji rock festival,7,4
24529,worry,need play something mary poppins everyone know room get tidy,1,7
24530,sadness,working working working many hour spent worth letï ½s make red irlanda big,0,4
24531,happiness,chillin rent looking hilarious old photo well funny,7,4
24532,neutral,picture day yo preschooler light blue striped utton kahkis wonder color pick hour,3,11
24533,happiness,good morning,7,0
24534,fun,going school joy got go bye,4,3
24535,neutral,young money,3,0
24537,neutral,wide awake ready big shopping trip hope get tone sweet dealz lot fancy clothes,3,4
24538,worry,download speed unlimited notice,1,4
24539,neutral,well need get motivation also homework essay lovely day,3,9
24540,love,day lord ha made rejoice glad,6,9
24541,neutral,lol gillian anderson comment,3,2
24542,worry,pick daughter appear picking unhealthy liking primark feel like bad parent,1,8
24543,happiness,come join fun first pitch legend game may th pm,7,5
24544,worry,quot problem quot charmed fast mean cross finger,1,8
24545,happiness,true downloaded tweetdeck yet literally amazing xxx,7,4
24546,neutral,officially moss doesnt work vista unofficially fine,3,3
24547,sadness,ahahahah hello welcome twitter got hang already xx,0,7
24548,love,sweetie,6,2
24549,happiness,go,7,2
24550,love,happy birthday congrats wish lady ill take care,6,8
24551,relief,trying watch lost online annoying slow internet lost,5,5
24552,neutral,sam may ask odd question might fave animal,3,4
24553,neutral,morning school ickkk,3,2
24554,neutral,going watch supernatural shall return afterwards xx,3,1
24555,fun,gon na longg day fun senior walk finally,4,2
24556,neutral,prob cuz really like sleeping late even tried,3,4
24557,relief,thank,5,1
24558,happiness,whoaaaaaaaaaaa ryan see smile,7,4
24559,happiness,figured ended taking cousin work rain anyway hit,7,8
24560,love,guy call bartâ ofâ theâ criticalâ question guessing good thing zeropoint,6,4
24561,love,crazy would anyone follow tweet much fun,6,7
24562,happiness,happy star war day,7,0
24563,happiness,agree keep star trek make commercially viable mon,7,3
24564,sadness,miss,0,2
24565,neutral,ah gotcha well curious hear thought wolverine actually went saw,3,9
24566,relief,whew finally got rc,5,2
24567,happiness,listening nk tunage trying teach cat dance think getting backing dancer next tour,7,10
24568,neutral,tuna amp noodle thing smashed potato cake amp winksy say hi,3,2
24569,happiness,yay congratulation oh newly minted graduate let buy lunch iced chocolate plural celebrate,7,5
24570,love,sail around world baby,6,6
24571,love,love dawn replicants love music monday,6,2
24572,hate,almost catching gon na kick woop joing mile high club soon,2,6
24573,neutral,going take last final wish luck,3,3
24574,love,feel absoulutley fine,6,1
24575,happiness,hour late never managaed sleep properly think david tweeting back earlier reason ahaha,7,6
24576,love,thanks,6,1
24577,neutral,ya would gained kg working today,3,9
24578,happiness,remember evidence based management lecture definitely best ebm,7,4
24579,happiness,going gym early trying get back shape husb got gift cert swim dolphin bd need muscle,7,7
24580,happiness,yeah love hawaiian outfit reused rugby year,7,6
24581,happiness,guinness got new toy mom dad house hooray free stuff,7,3
24582,happiness,thank much glad like,7,4
24583,fun,sound like lot fun nick lol,4,2
24584,neutral,knew horse called dollar,3,1
24585,love,good morning thank tweet great day,6,6
24586,neutral,laura ur call,3,3
24587,neutral,checking,3,1
24588,worry,star war day urgh gon na get video,1,6
24589,worry,love ryans housewife make smile,1,3
24590,fun,woo got fast mobile broadband connection,4,1
24591,happiness,uce pgce went leicester main degree though,7,6
24592,neutral,thanks,3,0
24593,neutral,room clean time breakfast,3,4
24594,neutral,smiling guy turn speaker smile life good,3,6
24595,worry,school football alecceeee,1,2
24596,worry,personally could decide election sign place north last fall reagan tjefferson troosevelt,1,5
24597,neutral,precise weather report,3,4
24598,neutral,get like night day,3,8
24599,love,ha ha ha slept three day row must new personal best today going attempt finish regluing fan,6,6
24600,happiness,got work take whole day great bos,7,12
24601,neutral,waking ungodly hour go work starting get old least coffee good,3,6
24602,neutral,woke dreaming met hero author anne rice amp son author christopher rice wa euphoria perhaps would someday,3,5
24603,happiness,awarded first ever credit card,7,4
24604,neutral,idea offhand keep tweeting crowdsourcing graphic sure someone tell,3,7
24605,happiness,clive birthday pat,7,3
24606,neutral,well ever headed back west coast hit tiny place hack hang beach,3,13
24607,relief,right ducky thanks big help wrapping amp writing,5,8
24608,fun,back nice hot shower wishing brent wa older brother,4,4
24609,happiness,happy star war day,7,0
24610,sadness,going work ill home im going look camera since must lost house everyone wonderful day,0,11
24611,happiness,omg supernatural good news week,7,3
24612,relief,happy monday morning,5,0
24613,worry,good morning got afternoon germany,1,3
24614,love,love,6,2
24615,neutral,see,3,0
24616,enthusiasm,posting pic suit pretty please,4,4
24617,worry,oh see grandparent ilocos well moved nueva ecija,1,7
24618,fun,popcorn crazy dude still adorable,4,1
24619,fun,would travel uk one big meet sound great love go one many fur amp much art,4,8
24620,enthusiasm,btw nathanfillion trying beat flight control score well maybe follow,4,8
24621,relief,finally sickness,5,2
24622,happiness,walk cornish countryside great british bank hol,7,5
24623,relief,sheesh crochet bah humbug sleep um suppose someday,5,3
24624,neutral,thanks anita looking hosting look,3,6
24625,neutral,maybe take recorder around record new melody came yr head,3,9
24626,happiness,nice weather look like going rain delhi,7,4
24627,neutral,good morning tweeps feeling wo oversleeping gracie around pounced head woke,3,12
24628,hate,awake school ew put nice lotion,2,3
24629,fun,last day high school,4,1
24630,happiness,ah veronica pleasure meet stephen,7,4
24631,happiness,congradts ur show even tho wasnt lol,7,2
24632,love,goodness hav heard lovelovelove old stuff though overture underscore best album think,6,5
24633,neutral,somethin single,3,0
24634,neutral,goal live month minute hour day time amp may otherwise put true,3,11
24635,relief,heading utah hospital great day everyone,5,4
24636,love,go last final happiness,6,5
24637,love,nice assignment night,6,6
24638,happiness,wa hard weekend much alcohol fuckin quot weinfest quot,7,4
24639,surprise,thx following,4,1
24640,love,yay three follower good know one person big wide world like fishies,6,5
24641,worry,oh dear hope feeling better soon get nice hot chicken soup,1,4
24642,neutral,guy need come somewhere like philly somewhere north jersey,3,4
24643,neutral,one interlock one go,3,2
24644,neutral,phone,3,3
24645,neutral,maaate grooovin wa chain uploading video youtube go watch,3,3
24646,neutral,created new album facebook phantom cross stitch want track progress feel like getting something done,3,7
24647,surprise,found selena gomez birthday day mine,4,5
24648,sadness,sure wish mind could enter box called quot nothing quot men brain wo go exhausting,0,9
24649,love,love kiss,6,2
24650,neutral,wow back business usual day excess weekend,3,4
24651,worry,back home early wow thing getting addictive damn phil xd,1,4
24652,neutral,air breathe like pill know kind thing make change daniel donnell jim reef,3,7
24653,happiness,heyy lol talking david archuleta site well lol funy lol,7,5
24654,surprise,strangely enough yes work may everyone,4,6
24655,relief,well looked bruv exam timetable french oral exam feel fortunate erm digest morning revision,5,7
24656,neutral,morning twitter,3,0
24657,worry,yay face back,1,2
24658,relief,nice weather look like going rain delhi,5,4
24659,neutral,wa listening earlier day wa planning something friend said,3,9
24660,neutral,nosely safari park leah,3,2
24661,hate,get rid follower step announce unfollowing people give shit everyone assumes mean,2,9
24662,love,cool sound like progressing nicely nice flight duo landing downpour cool,6,9
24663,relief,stoked seeing jonas brother,5,6
24664,fun,hey good weekend buddy,4,3
24665,worry,still feeling blah gave biiiiig dose insulin needed hour ago take last exam junior year,1,8
24666,happiness,good girl school today yayy,7,7
24667,love,nothing trying keep week old kitten lol full piss vinegar morning,6,8
24668,worry,jst came back tel aviv,1,1
24669,worry,could would require today duvet day imagine outfit wendyhouse photo worthy,1,9
24670,neutral,new article let know think,3,3
24671,sadness,wow really kickin carey butt competition see soon,0,7
24672,relief,going bed goodnight xox,5,1
24673,love,well cooool lovve ro amp co shoooow,6,2
24674,worry,new forest hoping walk would lose pound,1,3
24675,love,time mane trimming yoghurt maybe sushi nice way wrap fairly good day,6,5
24676,happiness,finally got graduation gear today excited believe day left aaah sweater cozy,7,11
24677,happiness,snowbear ha finally come congrats che warren,7,2
24678,fun,awwwww fun fam boo boo,4,3
24679,neutral,see shall,3,1
24680,neutral,ever need help podcasters emporium let know,3,6
24681,anger,told got rid last one listen,2,6
24682,happiness,happy star war day,7,0
24683,happiness,love time starbucks,7,4
24684,neutral,cougar privacy threatened surveillance increase sorry could help one,3,4
24685,love,love look cute together,6,4
24686,enthusiasm,turned nice think,4,1
24687,worry,thanks warning good thing heart unbreakable,1,4
24688,happiness,weheyyyy give thanks midi keyboard,7,2
24690,surprise,bahaha bof got ta get life although ca say much obsession miley cyrus got ta get life,4,4
24691,happiness,yum whole box cooky,7,3
24692,worry,planning trying call doctor though going well mostly planning,1,6
24693,enthusiasm,shopping tomorrow think yes,4,0
24694,happiness,today going good day way work spending time jesus,7,6
24695,happiness,reading book instead revising thinking lunch heart rate bpm case wanted know,7,7
24696,fun,ha ha really funny,4,1
24697,neutral,,3,0
24698,happiness,good evening terri missed lately hope life good wonderful evening,7,5
24699,fun,really wooooo wish could go indonesia lol hopefully next summer,4,1
24700,sadness,yes nice missed lot fun damn exam looking good hair,0,3
24701,fun,louise adopted ballet love cocktail even,4,9
24702,neutral,speaking need talk soon,3,4
24703,happiness,year old barbie doll still rock girl wa ken ai bad either memory,7,8
24704,worry,oh dear thats good hope get smile,1,6
24705,neutral,aww tell follow,3,5
24706,neutral,almost finished enlgish essay power point,3,2
24707,neutral,sound good maybe player quote photo etc living wa atm would love bit piece ady sun,3,7
24708,sadness,haha hey well elevator said,0,8
24709,neutral,young one quot look found quot quot breakfast quot,3,2
24710,happiness,last week class well technically class two exam summmmmerrrrr begin yeahhhhhyaaaaaa,7,6
24711,enthusiasm,think like workshop,4,2
24712,worry,hysteric yaas email lt writing speech speaker food technology damn good school monday,1,11
24713,fun,yeah know mean st season got hooked watch case something big happens,4,11
24714,neutral,surfing twitter,3,0
24715,worry,sry feel well another change believe hope ffk wa fun lot inspiring input,1,9
24716,neutral,mayyyybe,3,0
24717,relief,excited camp load people thrilled fact get sleep tent roll around mud,5,11
24718,neutral,new pollster data party identification united state democratic independent republican ouch,3,3
24719,neutral,flat sparkling clean team work way pick food,3,7
24720,enthusiasm,looking forward following journey endeavor subscribed blog,4,5
24721,enthusiasm,great time london,4,2
24722,love,sound like jeff ha best job world,6,2
24723,love,got back mcfly concert ahh wa amazing love david archuleta,6,9
24724,happiness,sorry misspelled twice already im notgiving run,7,5
24725,happiness,bus nyc,7,3
24726,neutral,natï ½rlich,3,0
24727,neutral,errr yes sa enrollment sasabihin naman siguro sayo pero kasi andun exact price shet,3,2
24728,relief,good morning court crossfit bible study someone special house,5,1
24729,neutral,alrighty thnx good night,3,0
24730,neutral,shopping cleaning bmfing webcam chatting nephew nothing spesh good bank holiday monday nonetheless,3,2
24731,sadness,ugh tired waitin bus good morning,0,4
24732,neutral,changing online nickname mtaby hopefully uniqname well hope change go well domain available,3,9
24733,love,bye btw like simple plan hoobastank bon jovi linkin park love,6,3
24734,neutral,back plurk,3,3
24735,neutral,work youth justice,3,1
24736,worry,worry,1,1
24737,sadness,teach bunch fifth grader morning oh joy,0,5
24738,surprise,made first skype landline call good call quality quite impressed,4,2
24739,love,got best dressed,6,3
24740,neutral,got ta get ready leave alec going hunting outside volterra fun talk everyone later,3,7
24741,happiness,happy star war day,7,0
24742,neutral,redbull ha amount caffine cup coffee theory quashed nicola,3,8
24743,neutral,meeting friend tonight going discus human trafficking issue daly chaplain therapist interesting guy,3,4
24744,relief,hope getting reading done,5,3
24745,worry,feel better soon immune system must away holiday somewhere probably mine,1,4
24746,neutral,new book pocket,3,2
24747,worry,get yer freak monday great one possible great monday,1,4
24748,worry,could barely sleep last night ugh anyways good luck final everybody rush test lol,1,4
24749,sadness,waking ungodly hour go work starting get old least coffee good,0,5
24750,love,luking new background pic,6,1
24751,love,quot never want lose fan got quot thank saying wish others nice day greets,6,8
24752,happiness,got smile,7,2
24753,worry,wish could would better,1,2
24754,fun,make school musical week aaah,4,5
24755,neutral,europe bound,3,0
24756,enthusiasm,drank away may day bank holiday today,4,2
24757,neutral,thanks,3,0
24758,worry,taking dog vet play date annabelle,1,5
24759,worry,listening playing friend album disgusted every second damn suck normal reaction every album,1,8
24760,relief,pillow heaven,5,1
24761,surprise,thought might interested see viewing photo,4,5
24762,enthusiasm,somewhere within temptation returned mysefl keep working hard till june,4,1
24763,relief,back yoga retreat recommend everyone,5,4
24764,neutral,awwwwweeee nick,3,0
24765,happiness,good morning camper got lot sleep last night thank thank ash thank,7,2
24766,neutral,help sure alllll way haha try alot free time right haha,3,13
24767,happiness,suppose blog post could email wa,7,10
24768,happiness,yes rather finished starting dead like lollll,7,7
24769,sadness,break via second phone call,0,4
24770,worry,hi sorry wa going pa email assistant rel soc lost dm pls,1,8
24771,happiness,thanx msg glad liked singing,7,3
24772,neutral,lucky charm ftw,3,0
24773,sadness,illy note book quot one geek another keep good work quot sigh missed wa great espresso,0,9
24774,relief,let hope,5,1
24775,surprise,would believe put bookmark,4,5
24776,happiness,eating rice breakfast yes,7,1
24777,relief,good great day already amp dr miracle feel formula really doe work lol hope everyone ha good day well,5,3
24778,neutral,day till th day,3,1
24779,relief,dude read wrong haha well good good thanks agree,5,3
24780,happiness,problem glad,7,2
24781,happiness,ah lovely day bike ride cake making rooting revising best x,7,9
24782,worry,baby baby gon na right side whole world turn ipod randoms bsb song,1,12
24783,fun,quot like monday wish sunday cause fun day quot wa freaking jam wa little miss,4,7
24784,neutral,considered cordoning corner park beware quot swine flu quot sign might clear,3,9
24785,neutral,say yes shall say,3,2
24786,happiness,ur show amazin keep x,7,2
24787,fun,come lovely fan number local pop chart let launch assault number slot www reverbnation com suki,4,6
24788,relief,best bike best guy love ducati sound think itï ½s unnecessary ask ride isnï ½t nice vid,5,4
24789,happiness,yeah great always something interesting going,7,2
24790,neutral,going back home tonight,3,0
24791,neutral,thanks reply friend,3,3
24793,worry,bum really look big,1,5
24794,neutral,shared kim hï ½ltermand portfolio shared kaare finally dane iâ got honor amazing,3,4
24795,neutral,make one something charger,3,3
24796,worry,hmm late well early ha,1,4
24797,worry,back sql final tomorrow new video today,1,1
