,text,label,stop_words
8864,feel like admit many time week make pasta dinner never make bed school shes le impressed something,5,13
8865,feeling bernd would odds week around generous sportsbook,2,13
8866,dont know feeling fearful,4,3
8867,hope pagetitle khatsii feeling fearful,4,2
8868,feel obligation make sure understand exactly believe coming,1,13
8869,feel could speak volume ignored,0,5
8870,know sound tad silly lovely feeling capturing moment im glad people like,1,10
8871,really enjoyed feeling alone,0,4
8872,feel furious ra mug polite,3,9
8873,feel keen come china experience life new country,1,6
8874,longevity experience field get feeling curious speculation might,5,16
8875,know feel bashful defending,4,6
8876,tired feeling overwhelmed everyday responsibility brings point post,4,13
8877,im feeling bit listless weekend hell good point also im glad time wind,0,11
8878,see make feel gorgeous,1,6
8879,feel hated despised yet make happy even sad matter minute,0,9
8880,im completely fine bowler providing reader might going similar identity crisis message alone urging longing normal shouldnt made feel ashamed,0,15
8881,also love seeing star emerge feel like year everyone gon na know one people say obnoxious thing like bah,3,11
8882,im still feeling pretty gloomy truth told,0,2
8883,feel like im frickin uptight let loose enough love anyone else importantly,4,6
8884,angry employer invest u training pay increase bank holiday feel like injustice feel helpless,4,12
8885,feel positive emotion sort,1,5
8886,feel strong enough take pain thinking wrong,1,9
8887,feel suffering turmoil also feel,0,7
8888,start feel annoyed whole thing end ordering pizza,3,6
8889,feel respected trusted give know im good kisser nijifagilie,1,4
8890,feel bit hesitant whole thing given past two experience fact going start new novel work current wip feel like would cheating count word current wip even though word,4,16
8891,feeling allows distracted life caught someone el even though theyre real people,3,13
8892,feel awkwardness whenever something acceptable longer,1,10
8893,know many young woman sometimes feel like career much important family would like share fact biological clock certain time may wish child yet man still child,1,18
8894,feel often entertained people saying came mind moment instead making story adding extra especially,1,14
8895,feel weird seldom people eat,4,5
8896,bring feel satisfied song selection,1,8
8897,somehow feel artistic le carried looking strolling,1,4
8898,feel really lucky everything year job roof head heat ability give kid fun christmas little left want pas forward saying go grace god go,1,15
8899,still feel insecure,4,2
8900,didnt let swim leave feeling defeated,0,3
8901,however feel way hostile anyone capable violence,3,8
8902,got haircut today yes feel handsome,1,3
8903,stand feeling threatened looking shoulder,4,9
8904,feel bad searching rule,0,2
8905,feel like people aggravated,3,6
8906,feel ought valued far greater extent currently,1,7
8907,im saying cant accept way treat differently feel accepted loved,1,9
8908,scanned ground methodically feeling hopeless,0,2
8909,admit feeling little foolish first arrived,0,4
8910,know alone feeling supportive community antidote,2,9
8911,love working able set hour writing something feel passionate,1,10
8912,feel irritated useless hopeless,3,2
8913,feel especially strongly since hated teeth forever one unlucky one got bad genetics even worst orthodontist pediatric dentist,3,11
8914,glimpsed visitor could feel disturbed somehow whether mad confused something similar,0,6
8915,knew euphoria feeling aftereffect ecstatic act,1,8
8916,played great set feel really hesitant ask,4,4
8917,feeling quite pleased fact one coupon use grocery,1,10
8918,seriously feel talented,1,2
8919,feeling happy stressed time cant come photo photography tomorrow,1,10
8920,dont know feel moment charming naive style drawing look like cant draw,1,11
8921,left feeling uncertain exactly pulse offer series,4,7
8922,feel end run broke personal record enjoyed fog rising boardwalk sunrise sense accomplishment knowing beat mind,0,14
8923,walk car feel triumphant secret,1,5
8924,upload music others like feel liked song,2,1
8925,ive found truly wonderful people feel incredibly blessed met,1,7
8926,plan volunteer red cross helping immigrant refugee feel welcomed accepted local community,1,6
8927,feeling sympathetic israelite,2,4
8928,feel shitty day work,0,5
8929,feel night time something utterly charming,1,5
8930,starting feel nervous lifetime fandom build stood donning vip sticker,4,10
8931,feel proud announce dr,1,3
8932,quit job financial service feeling disheartened disillusioned took complete turn career returning university studying something different id job,0,11
8933,feeling faithful project,1,4
8934,feel impatient come certain issue,3,5
8935,still feel empty lonely,0,3
8936,feel perpetrator punished full extent law,0,7
8937,feel carefree day youth,1,6
8938,feel pleased design,1,3
8939,feel good,1,2
8940,make friend feel pretty comparison although clever,1,4
8941,feeling slightly apprehensive tomorrow crim exam hefty weighting point sweating bucket reaching razor blade,4,15
8942,usually feel regretful guilty quarrel usually turn talk quarrel yell loudly throw thing beside mama,0,10
8943,feel ugly stop lazy dont embarrass friend wear white could short hair without feeling fat really want short hair still able kiss someone without feeling like pull away,0,10
8944,believe decided catch bus burgos feel like smart compromise foot body,1,13
8945,feel resentful trying control also want anything rash,3,9
8946,feel depressed,0,2
8947,feeling energetic yesterday decided start href http www,1,6
8948,apply walk fast around room rush air essence lip feel cool,1,9
8949,feared would happen amp last week ep playing pictured way make every scene annie auggie make feel miserable,0,15
8950,dunno feeling came im terribly keen feel,1,9
8951,feel terribly neglectful blog,0,3
8952,feel slightly unimportant,0,1
8953,advocate war feel reassured living close military base people trained assist natural disaster,1,12
8954,feel respected loved school within community,1,6
8955,ever feel anymore one u get angry,3,4
8956,feel intelligent people one pay attention world around think issue pas judgment make decision stand,1,19
8957,feel doubtful could wrong,4,6
8958,didnt respond feel day cant put fake smile pretend like life great let negativity creep,0,12
8959,fully understand frustration many fan feeling target blank href http twitter,0,7
8960,feel responsibility loving even,2,5
8961,feel like time precious dead saying would interested time saving device always looking save time,1,11
8962,hate im refered game guitar hero mean cool got name kinda lol feel bitchy stay fuck outta way,3,12
8963,found old pip constantly stage rather disruptive sometimes reacted along young pip sometimes sometimes moved position dramatic scene left feeling rather awkward,0,11
8964,feeling extremely annoyed restless,3,3
8965,go back day however hear jesus word son man authority forgive sin earth feel electrified doubtful,4,8
8966,feel presence god something fearful happens became aware unworthiness short coming yes sin,4,6
8967,feel virtuous eating sort penance taste bad feel alive crunch,1,12
8968,still lurgy feel rotten,0,4
8969,get nasty feeling post boring pant everyone,0,6
8970,delicious apple pie needle say feeling pretty groggy,0,6
8971,im feeling pathetic cant take rejection wont call,0,4
8972,ive feeling sooo inspired wear black white lately probably follow cool aussie girl amazing style instagram,1,12
8973,dont really feel presence im eager hear news,1,6
8974,feel frustrated sad,3,3
8975,hate feeling empty numb,0,2
8976,go tell someone feel kick get shy stop,4,5
8977,kid bellingham worried acne getting first kiss maybe copping feel somewhere sweet girl wished would notice,2,9
8978,even like play negative feeling becoming curious,5,5
8979,wake real life husband feel melancholy towards day,0,2
8980,began training january least mentally preparing train remember specifically feeling apprehensive running spring marathon,4,11
8981,feel deeply offended rhetoric behaviour apc leader expected remain silent face expression,3,12
8982,decided one lesson enough practise fair say feeling slightly apprehensive walking nursery slope,4,12
8983,felt like couldnt let believe feeling getting men phone call fake,0,10
8984,love feeling treasured feel like youre needed doesnt right,2,6
8985,didnt end popular guy feeling rejected like break thought time la,0,13
8986,ive recently one experience left feeling inadequate,0,5
8987,im feeling bit apprehensive excited well,4,3
8988,talk feel like lot get resolved,1,4
8989,came home enjoyed minute garden feeling lovely warm sunshine face,2,6
8990,feel horrible people whose baby accidentally suffocate blanket stuff guilt must terrible case like avoidable frustrating anything,0,17
8991,told felt better would go still feeling really lousy,0,7
8992,feel like forgets faithful girlfriend back home party weekend act like single,2,9
8993,im feeling funny totally unnecessary,5,3
8994,feel sorry eat mango amp grateful,0,6
8995,feeling rather horny though img src http,2,3
8996,feel blessed honored get parent,1,8
8997,slept deeply still feel energetic well today,1,3
8998,feel like dont like supporting walmart maceys good family value closed sunday isnt trying take mom pop store smart consumer,2,15
8999,wondering though content feeling much discontent,0,7
9000,feel regret beloved city,2,3
9001,feel pretty transition,1,2
9002,knew werent giving thanks wasnt feeling thankful either,1,7
9003,feel like supporting,1,3
9004,feeling depressed everyday midst dream life,0,8
9005,feeling would like share valued reader,1,7
9006,feel like allergen free cooking making way better prepared christmas recipe accommodate family restriction,1,13
9007,feel bad last year started realize matter many friend know doesnt matter im still loner,0,12
9008,help feel life series unpleasant accident stumbling trying right thing,0,14
9009,feeling somewhat defeated completely loss next,0,9
9010,feel frame could give work elegant appearanc ewhich interested movign image created final drawing assessment,1,10
9011,feel like im supporting ok hesitant include anyone new equation least romantically,2,12
9012,im sat feeling rather pleased bathroom bedroom clean tidy trying work wear uv paint party evening,1,13
9013,feel like caring people think long im happy love personality everything,2,14
9014,think known tyrant dedicates whole life making money use feel superior control life,1,14
9015,believe feel petrified,4,4
9016,feeling completely mellow perfectly calm,1,3
9017,feel like im almost uh afraid everything speak,4,4
9018,feel writing sell pander popular taste make money sucker game,1,6
9019,woke today feeling thankful,1,4
9020,dont think misinterpreted helped feel assured sort work continued,1,14
9021,remember feeling awkward strange first week,0,5
9022,found really sad people feeling unhappy expectation marriage relationship based idea dont seem connect real life,0,15
9023,im slow feel weird returning home without mum anymore,4,8
9024,still feeling ok energy distance wise etc slow frustrating lot,1,9
9025,feel excited imagining,1,3
9026,feel hated betrayed paranoid childish hurt,0,2
9027,got high pleasing feeling appear deceptively benevolent like convenience comfort,1,5
9028,feel privileged know every one,1,7
9029,feel im ugly feel dont deserve exist world,0,5
9030,smile feel gorgeous,1,1
9031,ive spent year feeling resentful trying curb feeling resentment,3,4
9032,feeling bit restless day,4,4
9033,feel horrible winter,0,3
9034,describe happy feel emotional may sophat year old patient kandal said recovery room,0,9
9035,feeling little homesick colorado,0,4
9036,ive feeling like im running empty fearful ill get usual progression sinus infection walking pneumonia ive pounding href http www,0,10
9037,hope next quote able let special someone know im feeling insecure understand matter much trust,4,12
9038,feel hopeful excited get better fun go,1,9
9039,feel good player play whether play right left centre back role,1,12
9040,immediate response though retrospect feel could said many thing convince gentle love pony ride nice easy,2,12
9041,feel slowly uncoiling fearful place inside enjoying time hope enjoy starting actually swim around bit rather walk water,4,14
9042,feel honored among best illustrator nominated year chesley award,1,10
9043,feel privileged invited treating hoard care,1,8
9044,get max feel exhausted crawl back upstairs find sleep another hour week try make sure workout day,0,11
9045,somehow feel terrified though dare slow walk place catch breath billy blank jump screen yell face fierceness,4,17
9046,sat table lunch proclaiming amazing felt considering started feel weird,5,8
9047,two specialty law mechanical engineering say truth like better utilize knowledge psychology language rather engineering feel sure capacity needed nowadays,1,13
9048,feeling melancholy sad depressed ok even angry second year without oldest youngest daughter klysta passed day ago andrea chosen family,0,13
9049,im feeling lonely scott work,0,3
9050,use data comparatively determine whether feeling disappointed elated inspired et cetera,0,5
9051,im wound little tightly remember paranoid feeling vividly mellow one,1,8
9052,ill admit pretty good designer feel like totally fake,0,4
9053,cant help feel sympathetic towards bit geek,2,7
9054,feel loving one fighting anyone,2,7
9055,feeling uncertain insecure fearful,4,3
9056,feel relieved ready move next series challenge life offer,1,8
9057,remember mum cry holding door tried break feeling terrified,4,12
9058,feel like kinda bitchy alot people whatever,3,6
9059,feel like drinkin drinkin angry someone gon na die whiskey beer le paul href http farm,3,3
9060,tired feeling like helpless victim stuck circumstance slowly started making change,4,7
9061,feel envious proud time possible feel way,3,14
9062,im feeling angry think strop ruffling air inflating position exaggerating issue,3,5
9063,gradually morphed someone feel superior people kid complain dinner dont want eat zucchini allowed eat pop tart sugary cereal white bread breakfast,1,12
9064,feel blood pound back ear throw hurt point blank period hurt,0,6
9065,ive feeling disheartened young adult genre quite badly written novel one restored spirit captured heart,0,11
9066,feel loving one fighting anyone pagetype item url http mimedoger,2,7
9067,feel peace relaxed anxious nervous scared,1,5
9068,feel glad cool mama,1,5
9069,ive also made sugar measurement feel like cup sweet,2,10
9070,feel advice useful people already believe,1,10
9071,feel im generous statement,2,4
9072,able look face without feeling awkward,0,7
9073,trying feel overwhelmed everything trying make small step,5,6
9074,need upfront feel im valued work,1,8
9075,always feel terrible afterwards even helpless yet another thing perpetuating depression,0,6
9076,guess feel charming uber comfortable feel like lady,1,3
9077,feeling irritable cranky often,3,2
9078,moved uni today feel homesick lonely useless part saying fuck go home get job sod degree,0,8
9079,didnt want aubrey feel pressured rushed baptism realized doesnt need perfect knowledge order baptized,4,12
9080,also feel pain along character also feel devastated depressive pain suffer endure,0,13
9081,feel agitated jumpy like ate bottle caffeine pill,4,5
9082,think feeling playful lonely cuz creature living room,1,7
9083,wasnt sure could concerned people around feeling incredibly apprehensive turning back may well dancing cliff face,4,14
9084,love life feel optimistic lucky,1,2
9085,seoul could help feel jealous,3,4
9086,feeling little skeptical today,4,3
9087,cant believe feeling afraid disdain hatred instead actual nothingness laced small dash repulsion,4,13
9088,awoke hour feeling groggy,0,3
9089,made feel like pathetic piece shit suffer mental illness multiple actually,0,7
9090,must say im feeling optimistic,1,3
9091,still feel like somehow one family member horribly wronged tragic event transpired today,3,7
9092,feel bitchy today today realized couldnt count friend anymore,3,9
9093,consider roethisberger stating feel steelers offense run successful win game,1,9
9094,feel stay important word reminds feeling get sometimes,1,8
9095,feel like supporting household get paid hour per week,1,5
9096,deny right feeling disillusioned avon,0,8
9097,occupied feeling triumphant,1,3
9098,feel weird criticizing game much feel weird praising,4,4
9099,im feeling one calmer state past month pleasant,1,9
9100,sound really predictable usual absolutely heartrending time first lover rang one day announced found another woman never saw hurt positive true love,0,17
9101,feel hopeless serious need encouragement,0,4
9102,feel disappointed impatient frustrated guitar player,0,5
9103,feel oprah draw woman friendly dealt struggle openly weight abuse seems genuinely care issue concern life,1,14
9104,know feel lovely post xx xelliealicex,2,3
9105,feel anybody got angry awkward silence,3,5
9106,may feel sure wisdom come age help,1,8
9107,want please feel resentful get exhausted feel time painful warmed properly,3,20
9108,pretty much everything place feel terrific going affair,1,6
9109,feel mad connection body decided kick side,3,10
9110,feel convinced annoyance,1,6
9111,stopped feeling intimidated looking wod guess mean learning find right balance scale push harder,4,11
9112,left feeling hopeful given felt really good twinge release aaaaaaand,1,3
9113,wont anymore wont allow stressed feeling rushed like race better one,3,11
9114,read watching film argued make sense author feel offended change truth made film used attempt effect real life verdict,3,17
9115,feel point ought add sincere apology taking long commit tag blog hand baton someone else run,1,13
9116,know feel threatened job even long year get really tired ganging get,4,11
9117,trying friend wouldnt feel rejected,0,11
9118,slept woke feeling much better come foggy haze headache subsided shakiness gone,1,11
9119,im also pretty close exiting window feel like make look freakishly neurotic,4,9
9120,feeling think dumb rather,0,17
9121,staying alone biology building dark,4,3
9122,told living wyatt make feel like bowie living iman gorgeous long limbed ebony creature striding lounging,1,12
9123,ive come home holiday feel much mellow,1,5
9124,feel badly something make really happy,1,4
9125,even feel student passionate hardworking personal project,1,13
9126,suppose lot thing feel feeling well,1,10
9127,im feeling little disillusioned vision therapy lately,0,2
9128,feel gift card thought rude,3,6
9129,staying word memorizing scripture feel god showing ugly heart,0,14
9130,love shopping site feel welcomed maybe phrase story image extra service,1,5
9131,feel pretty tortured work job often inspiration strike im work,3,7
9132,feeling rather bitter rather defeated multitude subject let talk main one,3,9
9133,pray every day little one feel safe loved protected chosen,1,5
9134,know stronger anythings else life heal faster like right think already feel ok,1,13
9135,hurt went found someone worthwhile cast mind back time still make feel ashamed,0,13
9136,feel ungrateful,0,2
9137,consulted aunt doctor partially wanted counsel without copay mostly feeling doctor would skeptical,4,7
9138,feel honoured part fabulous team,1,6
9139,feel nervous dont feel super confident trophy,4,6
9140,feel learn thing dont turn perfect,1,4
9141,go let tell feel unhappy,0,5
9142,im feeling kind lonely right even though talked jack sarah lot friend,0,9
9143,im expecting good thing confession wedding planner feeling story bridezillas naughty groom likely feature think,2,13
9144,feel something divine happening,1,3
9145,feel thankful able figure way get around deal minor side effect dealt anything serious,1,15
9146,conveniently uninformed specific situation left feeling helpless wanting ever get away,4,10
9147,guess like porn star looking inch rubber dong feeling bit hesitant whole thing,4,7
9148,feel like tna missed trick keeping tag team crimson amazing red alive,0,6
9149,worked really hard make blog place would like feel welcomed hopefully inspired,1,9
9150,admit feel skeptical making change wonder natural sweetener better body refined sugar sugar end,4,17
9151,ill think thought much mess daily basis starting feel le like bit charming untidiness like episode hoarder,1,14
9152,im personally happy grateful embracing moment feel patriotism abused,0,8
9153,would practice holding hand using mine feeling joint feel caring love tight enough know never letting go,2,12
9154,finally fell asleep feeling angry useless still full anxiety,3,3
9155,really feel valued,1,1
9156,expect rep make ache really especially often lift heavier rep say feel muscle aching already,0,12
9157,would feel nostalgic young age,2,5
9158,know feel like youre dying youre working sweet refreshed feeling afterwards worth,2,8
9159,feel subaru stop innocent presented beginning begin turn depressed young man also kick,1,12
9160,ive thinking maximize potential know make wee apartment spacious feeling glamorous flat,1,10
9161,feel fearful vulnerable within relationship see others trustworthy turn trust,4,12
9162,thankful though thing bit overwhelming sent people life help feel neurotic,4,13
9163,wanted upgrade character creating engage battle similar setting transformation raising energy flashy color chaotic explosion feeling desperation adversary beaten etc,0,12
9164,feel important support extra money able go pub drink anywhere else wish,1,13
9165,feel determined nudge holy spirit end slumber self love,1,6
9166,feel hopeless,0,2
9167,mean geez cara raised feel compassion love feeling tortured beaten young age thats mord sith work,3,15
9168,almost feel intimidated attempt describe,4,5
9169,made take mind feeling soooo rotten,0,4
9170,feel shaken im far far age group targeted,4,6
9171,feel like sociable someone going chilling somewhere,1,7
9172,feel shocked robbed shaken everything thought wanted,5,3
9173,commented trying keep voice reasonably free feeling gripped believe beaten hendricks,0,8
9174,general feeling unpleasant heaviness stomach,0,9
9175,feel pretty terrified immature ready,4,3
9176,feel bit rotten,0,3
9177,finally feel content life,1,2
9178,im faced dreading feeling wont work vain,0,12
9179,feeling wonder dangerous place could settled mentality enmayi bring possibility,3,13
9180,feel ashamed youre perfectly fine granting,0,1
9181,almost feel startled,4,1
9182,also feel much triumphant homework reading,1,4
9183,remind reminded passion opinion feel incredibly agitated frustrated ball energy channel travel,4,14
9184,feel need punished,0,3
9185,feel blessed loved people around,2,6
9186,want push think term discipline pro goal pro choice immediately default feeling deprived,0,12
9187,feel like time lauren trying help friend see boyfriend lousy guy yes might best friend never let go good,0,19
9188,know also upset increasingly get feeling pleasant accessory,1,7
9189,feel support woman infertility problem valuable personal counseling available restricted number individual,1,9
9190,dint feel strong pain yet cramping come go like used menses,1,9
9191,im feeling whiney going alone conversion,0,5
9192,im going feel fabulous amazing healthy,1,2
9193,feel absolutely guilty crazy time pregnant suppose get rounder,0,9
9194,feeling amazing disappointed lab work december came back way previous year overall good enough protein diet,5,13
9195,creative muse feel low lack word haiku haiku height prompt confession p,0,6
9196,im feeling petty right,3,2
9197,feeling fabulous week though feel convicted saying attitude turned around health thankful trying share positive attitude people,1,14
9198,feel weepy lot,0,2
9199,feel honoured prize year local photography exhibition recently asked getty image quite number photo part world renowned collection photographic image,1,16
9200,feel really lucky making living think important pas word tap dance,1,12
9201,stray feel pain loneliness discontent,0,4
9202,im feeling rebellious need something relieve turmoil body,3,8
9203,get head didnt anything wrong feeling someone else one doesnt appear considerate,2,15
9204,forgot take med morning predictably feeling irritable le predictably sitting day thinking ima kill bitch dont get hand chocolate cupcake,3,14
9205,feel suspicious see redundant use credential,4,5
9206,feel like crap supporting living instead mom,1,11
9207,hope two feel vain,0,10
9208,feel eager anticipation,1,2
9209,feel like town loner thing need day suspicious bag,4,9
9210,im feeling hot week minor struggle im pushing trying smile way,2,13
9211,even got mad god little feel like im punished,0,5
9212,feel blessed know personally admire thing accomplished,1,11
9213,im going say know activity balance start feeling burdened something supposed fun,0,11
9214,feel ugly lately,0,2
9215,feel like ive got content print work read,1,7
9216,im going lie sometimes hearing say thing recording make feel weird insecure like quote state good thing,4,15
9217,remember feeling lonely child room even though lot toy keep occupied,0,10
9218,feel sympathetic mr,2,2
9219,feel place tragic,0,3
9220,feel rejected although admit used,0,5
9221,feel id passionate invest time mention enjoy writing,1,9
9222,passionate obama supporter woman feel twinge guilt time fact supporting first woman real shot presidency,2,12
9223,spent rest morning feeling discouraged disappointed,0,4
9224,feel falling love quite lovely,2,6
9225,feel important give view regarding event took place general synod last week,1,9
9226,feel pressured come something else funny write,4,5
9227,want irreplaceable find person make feel way think id rather stay single im number whats point refuse something settle maybe im stubborn feel idrc,3,21
9228,feel strongly could helping people unsure within u,4,12
9229,know still feel unpleasant,0,4
9230,wish didnt feel afraid talk new people,4,3
9231,ive feeling indecisive lately,4,2
9232,feel bit helpless good term step plate get ready,0,12
9233,feel broke inside wont admit cause miss soo hard say goodbye come,0,9
9234,ride sunday still feeling little apprehensive monday decided title lunge href http en,4,9
9235,see feel free post photo href http facebook,1,7
9236,imagine countless law suit counter law suit based people feeling boo hoo hoo precious civil right violated,1,10
9237,boy admitted medicine school uncle coming back fron canada next week father told happy moment,1,13
9238,sick feeling hated lonely dumb unloved forgotten,3,6
9239,floating flashback feeling heaviness nostalgic heart,2,5
9240,confess feeling nervous made way event venue,4,7
9241,think sleeping good since ive feeling sleep deprived summer,0,5
9242,feel festive christmas week,1,5
9243,hope didnt get feeling didnt want make feel bad bringing,0,8
9244,feel market somewhat dangerous position trader end wrong side right,3,10
9245,think worse feel shoe would devastated least far concerned sort blue,0,14
9246,feeling absolutely ecstatic morning,1,3
9247,feel travel back fond memory inside flashback thought view achieved wonderland,2,9
9248,feel sincere,1,4
9249,im going help feel regretful buy ice cream next time see,0,14
9250,feel pain remember im thats relax little breathe normally calm,1,11
9251,felt like talking know say cause real damage least cousin feel alone needed anyway tell could take battalion necessary,0,19
9252,asked comment feel receiving award said feel embarrassed right,0,12
9253,feel like gone broke,0,3
9254,woke feeling listless dehydrated weekend included strip club tackle football hour binge drinking hockey game decided go work,0,10
9255,feel privileged think home grew still exist,1,8
9256,left feeling annoyed angry thinking center stupid joke,3,7
9257,begin feel grow fond asks leave alone good,2,9
9258,guess feel ugly sort way,0,6
9259,tuck fear back quiet chamber heart ponder another day feeling le brave,1,11
9260,feeling stressed little lonely earlier feel stressed lonely sick,0,5
9261,feel charlie generous sharing writing credit clearly could done music without,2,12
9262,feel cute girlie dress way,1,5
9263,say first time filled chocolate feel like fabulous job,1,8
9264,need place feel valued,1,7
9265,know let people decide happiness damn feel like either risk happiness please people much hate school school fucking pathetic deserve time money,0,16
9266,slow bit stay partly feeling like start win give partly afraid push kill trying stay,4,17
9267,feeling joyful despite caribbean island fantastic diving learning new exciting skill dive master coaching client north america bring joy,1,18
9268,feel earth move tribute carole king karaoke mix bewertung rel nofollow target blank,0,3
9269,feel better cuz listen song img src http ifyouwanttoknow,1,4
9270,may smitten shy might even bat eyelash time smile cant help feel charmed,1,12
9271,may give much sooner day feel like im gon na die ive curious,5,10
9272,feel like ask someone delicious looking dessert made,1,9
9273,lie bed leg constant motion feel control shaken tapped something,4,15
9274,feel though snowglobe shaken im still flying air,4,9
9275,mustered energy feel christmassy remember feeling kind pissed bad timing everything,3,7
9276,im year old must admit made feel uncomfortable,4,6
9277,remember started feeling homesick,0,2
9278,feeling low,0,3
9279,feel like miserable im happy,0,4
9280,im feeling bit neurotic ill lose job,4,3
9281,feel submissive place work environment,0,11
9282,feel bit insulted nothing like woman bloody hate incessant bitching general bloody nothing time,3,15
9283,im feeling festive dont think posted good picture tree,1,5
9284,feeling angry feeling self conscious short wishing wasnt alone,3,9
9285,feel love men abused,0,6
9286,feel like discontent work load,0,8
9287,ive feeling really spiteful lately think ill sit listen rammstein,3,7
9288,feel like soda shaken turbulently flew violently container moment felt air exchanging freedom,4,12
9289,feel hostile thought taking credit card,3,7
9290,feel insecure lack confidence,4,3
9291,still didnt start feeling contraction tender mercy would come st matter,2,14
9292,feel bitter see become,3,4
9293,thirteen unsure unsure feel shishido senpai although always admired,2,14
9294,didnt go cardboard goal feel successful turned,1,9
9295,aware one traumatic memory surfacing leaving feeling nausea gently terrified always,4,10
9296,ive feeling disgusted ashamed,3,2
9297,exactly week train prepare perfect week one almost done im feeling excited trying get nervous look ahead longer run schedule,1,17
9298,feel dont mention food dont think ur considerate noticing obsession talking,2,10
9299,recall ever feeling carefree,1,3
9300,feel like ive missed calling vet could spend day every day visiting god precious magnificent creature,0,9
9301,happy finally feel like something compassionate,2,8
9302,guess man know make every one feel special,1,8
9303,could feel mom presence friend family supporting day,2,6
9304,feel like havent shaken lately,4,4
9305,feeling reassured wave missing hit,1,6
9306,feel like put bag shaken otherwise ok,4,8
9307,im feeling wimpy know one year old sent old country year parent work,4,12
9308,im tired feeling dumb,0,1
9309,im really fan seafood feel quite sorry people kill live clam prawn shark fin,0,9
9310,normally able express feel particularly im excited happy,1,7
9311,awaken mild night sweat usually feel hot fever want remove blanket,2,12
9312,feel like deserve punished way amp search way self harm non lethal overdose etc,0,8
9313,feel like recipe kind word title perfect famous ultimate grand supreme ect,1,7
9314,im taking nap day havent really feeling sleep deprived day ive cut caffeine intake third used since coming back uk,0,14
9315,feel like mollusk repeatedly beaten wet cloth stabbed time back sake,0,10
9316,feel bit naughty making public remembered made feel like shit confidence stripped,2,14
9317,feel foolish,0,1
9318,feel dumb going,0,5
9319,feel agitated annoyed see feel darkness everywhere,4,3
9320,seen solopgangfor see love woman eye feel touch precious barnog know mother love,1,9
9321,feel messy,0,4
9322,feel going sneeze therefore beloved think,1,15
9323,think unconsciously subconsciously feel like vile vile,3,3
9324,feel valuable today ever,1,8
9325,close eye recite following mantra every day whenever feeling unsure frustrated shiftless progress towards top body,4,8
9326,say still feel completely rotten constantly exhausted,0,4
9327,feel sooo soo lucky,1,1
9328,feel like ever start feel happy consistent amount time end,1,9
9329,feel accepted respected loving loyal generous,2,3
9330,stopped feeling surprised,5,2
9331,feel super warm nice smile cry,1,4
9332,try speak stand simply try insert conversation feel selfish like attention whore,3,9
9333,sometimes feel nostalgic feel need go back look old blog post say without knowing record hold many memory,2,15
9334,could walk slow pace browse booth long wanted dart shop main street without feeling rushed,3,11
9335,feel hopeless usually want scream,0,5
9336,feel valuable quality child exhibit questioning curious mind especially regard,1,11
9337,feeling half joked ive undressing eye month already rest eager share fun,1,13
9338,feel triumphant ive found,1,4
9339,still feel longing inspite sitting front,2,9
9340,combination frozen yogurt food art many snap making feel miserable life still stuck office,0,11
9341,feel im fairly generous person dont sell give away trudger make except gift close friend relative,2,8
9342,im kitchen glance lovely robin egg blue binding feel assured anything ever need know food found within page,1,13
9343,feel highly disadvantaged,0,1
9344,ive recently started building ig army themed around everyones favorite strategy game com im feeling army isnt lore friendly bit cartoonish,1,4
9345,vocalize pain hurt feel like outsider others tell dont think never see hand told im faithful ive committed service coming everything,1,22
9346,feel jealous know go woman,3,6
9347,however feel bit envious people different perfume different season,3,7
9348,feel amazing tonight,1,2
9349,end feeling unwelcome go spare bedroom used coat closet take xanax saving entire time pas,0,12
9350,ask know thing everything change feel bit shaky try keep leading edge huge amount change invited allow come alignment catch,4,15
9351,feel awful missing school,0,2
9352,remote feel terrific great worth,1,4
9353,feeling suspicious snooped computer,4,1
9354,feel going strengthen diva division even talented female wrestler gon na see thing shake,1,11
9355,response,3,1
9356,would one screaming yelling ive handed bill paying responsibility family feel peace idiotic long distance call seem accrue every month,0,11
9357,wish could say led feeling socially accepted,1,4
9358,supposed feel special even care barista man,1,13
9359,day work feeling relaxed lucky share enjoy hubby,1,13
9360,sat feeling helpless like moment episode walking dead,4,6
9361,dont know feel frantic really want particular song little girl,4,11
9362,feel disturbed thanks psychopath useless fake story,0,7
9363,look balance commercial title feel could support artistic interpretation,1,7
9364,feel movie say fact name mean doomed,0,12
9365,remember getting car body feeling really lame,0,6
9366,im go look start feel calm think phone probably died,1,10
9367,im feeling pretty determined right keep determination flowing,1,8
9368,feel like every day grow stronger become le needy someone fill role,0,5
9369,also hate feeling forcing value onto others celebrating buying others gift sake supporting consumerism,1,6
9370,ended eating lot carbs day feel pressured eat bunch last day,4,12
9371,feel ending bit rushed wonder might missed certain sign small thing story happens addictive dont notice time passing,3,17
9372,wasnt one feeling pleased laurie beside old structure artefact still sitting around untouched pretty much condition day last locomotive went,1,16
9373,wasnt self conscious atrocious singing think id tempted break whenever colleague feeling defeated,0,11
9374,ill feel uncomfortable although always heard people friend around calling loved one honey babe angel darling peach pickle gt,4,4
9375,feel prepare hurricane every day week end night three precious storm leave trail throughout home,1,11
9376,listen song feel sorrowful atmosphere,0,5
9377,feel around hollywood way lovely girl marilyn walk fame really great,2,17
9378,feel offended used disgusted,3,2
9379,actively seeking god heart feel lethargic directionless slow come see god even think god see,0,13
